"filename", "language", "C#", "C++", "C", "Python", "XML", "HTML", "CSS", "Java", "JavaScript", "Draw.io", "JSON", "Objective-C", "Markdown", "Batch", "comment", "blank", "total"
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Altest4.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Altest4_2.cpp", "C++", 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 33, 246
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Altest4_3.cpp", "C++", 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 207
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Altest6_1.cpp", "C++", 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 24, 167
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Altest6_3.cpp", "C++", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 54
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Altest7_1.cpp", "C++", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 93
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Altest7_3.cpp", "C++", 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 83
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Altest8_1.cpp", "C++", 0, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 43, 262
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Altest8_1plus.cpp", "C++", 0, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 45, 274
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Altest8_3.cpp", "C++", 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 7, 140
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Altest8_4.cpp", "C++", 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 206
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Ans.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 3, 28
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Array.cpp", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 58
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Atc147a.cpp", "C++", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Atc147b.cpp", "C++", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Atc147c.cpp", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Atc147d.cpp", "C++", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Atc147e.cpp", "C++", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 59
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Atc147f.cpp", "C++", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Users\F_CIL\ProjectFC\CodeForVSC\B.cpp", "C++", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 42
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Bellman-ford.cpp", "C++", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 87
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Bigint.cpp", "C++", 0, 448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 3, 466
"c:\Users\F_CIL\ProjectFC\CodeForVSC\BinaryTree.cpp", "C++", 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 25, 185
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CCPC1_1002.cpp", "C++", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 74
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CCPC1_1007.cpp", "C++", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CCPC1_1010.cpp", "C++", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 55
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CCPC2021web4.cpp", "C++", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 7, 56
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CF1200A.cpp", "C++", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CF1200B.cpp", "C++", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 51
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CF1200C.cpp", "C++", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 60
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CF1200D.cpp", "C++", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CF1200E.cpp", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 1, 64
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CF1237D.cpp", "C++", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 92
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CLIENT.cpp", "C++", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CLIENT.h", "C++", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CSharp\CSharp.csproj", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CSharp\Program.cs", "C#", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 12, 74
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CSharp\Solutions\ACAutomaton.cs", "C#", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 16, 134
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CSharp\Solutions\Dijkstra.cs", "C#", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 15, 95
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CSharp\Solutions\Extensions\Extensions.cs", "C#", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 9, 81
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CSharp\Solutions\MaxWidthRamp.cs", "C#", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 70
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CSharp\Solutions\Watershed.cs", "C#", 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 7, 114
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Cf1030D.cpp", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48
"c:\Users\F_CIL\ProjectFC\CodeForVSC\CircularQueue.c", "C", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 23, 151
"c:\Users\F_CIL\ProjectFC\CodeForVSC\D.cpp", "C++", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Datamaker.cpp", "C++", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 35
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Db1.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Db2.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\F_CIL\ProjectFC\CodeForVSC\E.cpp", "C++", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 29
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Ex1Td.c", "C", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"c:\Users\F_CIL\ProjectFC\CodeForVSC\F.cpp", "C++", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 1, 52
"c:\Users\F_CIL\ProjectFC\CodeForVSC\FileRead.cpp", "C++", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 69
"c:\Users\F_CIL\ProjectFC\CodeForVSC\G.cpp", "C++", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 37
"c:\Users\F_CIL\ProjectFC\CodeForVSC\GByteTest.cpp", "C++", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 51
"c:\Users\F_CIL\ProjectFC\CodeForVSC\HZKPrint.cpp", "C++", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 54
"c:\Users\F_CIL\ProjectFC\CodeForVSC\HeapSort.cs", "C#", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 128
"c:\Users\F_CIL\ProjectFC\CodeForVSC\HuffmanCompress.cpp", "C++", 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 213
"c:\Users\F_CIL\ProjectFC\CodeForVSC\HuffmanDecompress.cpp", "C++", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 54
"c:\Users\F_CIL\ProjectFC\CodeForVSC\IDDfs.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\F_CIL\ProjectFC\CodeForVSC\KMP.cpp", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 52
"c:\Users\F_CIL\ProjectFC\CodeForVSC\LH.cpp", "C++", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21
"c:\Users\F_CIL\ProjectFC\CodeForVSC\LH.h", "C++", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\F_CIL\ProjectFC\CodeForVSC\LH.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"c:\Users\F_CIL\ProjectFC\CodeForVSC\LinkList.c", "C", 0, 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 25, 246
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Lstm.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\F_CIL\ProjectFC\CodeForVSC\MIicpca.cpp", "C++", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 9, 112
"c:\Users\F_CIL\ProjectFC\CodeForVSC\MIicpcc.cpp", "C++", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 75
"c:\Users\F_CIL\ProjectFC\CodeForVSC\MIicpcd.cpp", "C++", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 87
"c:\Users\F_CIL\ProjectFC\CodeForVSC\MIicpcj.cpp", "C++", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 66
"c:\Users\F_CIL\ProjectFC\CodeForVSC\MST.cpp", "C++", 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 175
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Makecppblock.cpp", "C++", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 38
"c:\Users\F_CIL\ProjectFC\CodeForVSC\MatrixGenerator.cpp", "C++", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 68
"c:\Users\F_CIL\ProjectFC\CodeForVSC\MergeArray.cpp", "C++", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 68
"c:\Users\F_CIL\ProjectFC\CodeForVSC\MyCF1237D.cpp", "C++", 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 122
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P1155.cpp", "C++", 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 28, 175
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P1171.cpp", "C++", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 66
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P1171fastest.cpp", "C++", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 63
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P1288.cpp", "C++", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P1390.cpp", "C++", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 41
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P1402.cpp", "C++", 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 114
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P2261.cpp", "C++", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P2324.cpp", "C++", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 23, 138
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P2324IDA.cpp", "C++", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 22, 144
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P2414.cpp", "C++", 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 9, 187
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P2750.cpp", "C++", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 20
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P3150.cpp", "C++", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P3796.cpp", "C++", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 88
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P3808.cpp", "C++", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 75
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P3966.cpp", "C++", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 80
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P4933.cpp", "C++", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 60
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P5357.cpp", "C++", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 92
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P5650.cpp", "C++", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P5651.cpp", "C++", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P5657.cpp", "C++", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 61
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P5658.cpp", "C++", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 3, 96
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P5660.cpp", "C++", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P5661.cpp", "C++", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 55
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P5662.cpp", "C++", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 52
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P5663.cpp", "C++", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 80
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P5730.cpp", "C++", 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 3, 242
"c:\Users\F_CIL\ProjectFC\CodeForVSC\P5858.cpp", "C++", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 55
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Practice.cpp", "C++", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10, 90
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Program.cs", "C#", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Python\lh.py", "Python", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 35
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Qsort.cpp", "C++", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 69
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Qui.cpp", "C++", 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 154
"c:\Users\F_CIL\ProjectFC\CodeForVSC\ReorderArray.cpp", "C++", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 72
"c:\Users\F_CIL\ProjectFC\CodeForVSC\SP14932.cpp", "C++", 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 1, 126
"c:\Users\F_CIL\ProjectFC\CodeForVSC\SW2019I.c", "C", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 1, 45
"c:\Users\F_CIL\ProjectFC\CodeForVSC\SWP2365.cpp", "C++", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 62
"c:\Users\F_CIL\ProjectFC\CodeForVSC\SWP2376.cpp", "C++", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 52
"c:\Users\F_CIL\ProjectFC\CodeForVSC\SWP2422.cpp", "C++", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50
"c:\Users\F_CIL\ProjectFC\CodeForVSC\SWP2424.cpp", "C++", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 66
"c:\Users\F_CIL\ProjectFC\CodeForVSC\ShortestLoop.cpp", "C++", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 12, 120
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Singleton.cpp", "C++", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 14, 80
"c:\Users\F_CIL\ProjectFC\CodeForVSC\SnakeDialog.h", "C++", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 52
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Sort.cpp", "C++", 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23, 187
"c:\Users\F_CIL\ProjectFC\CodeForVSC\SqList.c", "C", 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 23, 201
"c:\Users\F_CIL\ProjectFC\CodeForVSC\SqList.cpp", "C++", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 71
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Sqkha.cpp", "C++", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54
"c:\Users\F_CIL\ProjectFC\CodeForVSC\StudentAchievementManagementSystem.cpp", "C++", 0, 583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 66, 666
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Suffix.cpp", "C++", 0, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 28, 247
"c:\Users\F_CIL\ProjectFC\CodeForVSC\TC.cpp", "C++", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 31
"c:\Users\F_CIL\ProjectFC\CodeForVSC\TX.cpp", "C++", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 19, 140
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Test.py", "Python", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 27
"c:\Users\F_CIL\ProjectFC\CodeForVSC\TestFrame.java", "Java", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\F_CIL\ProjectFC\CodeForVSC\TimeOut.files\filelist.xml", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\F_CIL\ProjectFC\CodeForVSC\TimeOut.files\sheet001.htm", "HTML", 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 25, 6, 126
"c:\Users\F_CIL\ProjectFC\CodeForVSC\TimeOut.files\stylesheet.css", "CSS", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 1, 48
"c:\Users\F_CIL\ProjectFC\CodeForVSC\TimeOut.files\tabstrip.htm", "HTML", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 33
"c:\Users\F_CIL\ProjectFC\CodeForVSC\TimeOut.htm", "HTML", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 293, 5, 325
"c:\Users\F_CIL\ProjectFC\CodeForVSC\TimeOut.xml", "XML", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 58
"c:\Users\F_CIL\ProjectFC\CodeForVSC\Toposort.cpp", "C++", 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 20, 123
"c:\Users\F_CIL\ProjectFC\CodeForVSC\TraversalofTree.cpp", "C++", 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 17, 158
